Ref,Label,timestamp,agent.id,agent.ip,agent.name,data.win.system.channel,data.win.system.eventID,data.win.system.processID,data.win.eventdata.threat Name,data.win.eventdata.authenticationPackageName,data.win.eventdata.logonProcessName,data.win.eventdata.ipAddress,data.win.eventdata.destinationIp,data.win.eventdata.destinationPortName,data.win.eventdata.user,data.win.eventdata.parentCommandLine,data.win.eventdata.commandLine,data.win.eventdata.payload,rule.level,rule.id,rule.description,rule.mitre.id,rule.mitre.tactic,rule.mitre.technique
1977,Normal,"May 1, 2025 @ 12:36:36.395",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\servicing\\TrustedInstaller.exe,,3,67027,A process was created.,,,
1978,Normal,"May 1, 2025 @ 12:36:36.398",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.3764_none_a5067b2d776484b6\\TiWorker.exe -Embedding,,3,67027,A process was created.,,,
1979,Normal,"May 1, 2025 @ 12:36:37.438",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1980,Normal,"May 1, 2025 @ 12:36:40.665",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1981,Normal,"May 1, 2025 @ 12:36:43.886",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1982,Normal,"May 1, 2025 @ 12:36:47.102",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1983,Normal,"May 1, 2025 @ 12:36:50.305",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1984,Normal,"May 1, 2025 @ 12:36:53.517",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1985,Normal,"May 1, 2025 @ 12:36:56.720",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1986,Normal,"May 1, 2025 @ 12:36:59.957",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1987,Normal,"May 1, 2025 @ 12:37:03.187",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1988,Normal,"May 1, 2025 @ 12:37:06.374",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1989,Normal,"May 1, 2025 @ 12:37:09.598",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1990,Normal,"May 1, 2025 @ 12:37:12.820",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1991,Normal,"May 1, 2025 @ 12:37:16.072",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1992,Normal,"May 1, 2025 @ 12:37:19.284",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1993,Normal,"May 1, 2025 @ 12:37:22.480",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1994,Normal,"May 1, 2025 @ 12:37:25.685",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1995,Normal,"May 1, 2025 @ 12:37:28.914",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1996,Normal,"May 1, 2025 @ 12:37:32.133",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1997,Normal,"May 1, 2025 @ 12:37:35.335",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1998,Normal,"May 1, 2025 @ 12:37:38.530",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
1999,Normal,"May 1, 2025 @ 12:37:41.752",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2000,Normal,"May 1, 2025 @ 12:37:44.997",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2001,Normal,"May 1, 2025 @ 12:37:46.013",15,10.12.25.3,Windows11,Security,4624,852,,Negotiate,Advapi,,,,,,,,3,60106,Windows Logon Success,"[""T1078""]","[""Defense Evasion"", Persistence, Privilege Escalation, Initial Access]","[""Valid Accounts""]"
2002,Normal,"May 1, 2025 @ 12:37:46.020",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\system32\\svchost.exe -k wsappx -p,,3,67027,A process was created.,,,
2003,Normal,"May 1, 2025 @ 12:37:46.020",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\System32\\sdbinst.exe -m -bg,,3,67027,A process was created.,,,
2004,Normal,"May 1, 2025 @ 12:37:46.025",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1,,3,67027,A process was created.,,,
2005,Normal,"May 1, 2025 @ 12:37:48.242",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2006,Normal,"May 1, 2025 @ 12:37:51.484",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2007,Normal,"May 1, 2025 @ 12:37:54.693",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2008,Normal,"May 1, 2025 @ 12:37:57.901",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2009,Normal,"May 1, 2025 @ 12:38:01.101",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2010,Normal,"May 1, 2025 @ 12:38:04.355",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2011,Normal,"May 1, 2025 @ 12:38:07.550",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2012,Normal,"May 1, 2025 @ 12:38:10.759",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2013,Normal,"May 1, 2025 @ 12:38:13.965",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2014,Normal,"May 1, 2025 @ 12:38:17.174",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2015,Normal,"May 1, 2025 @ 12:38:20.405",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2016,Normal,"May 1, 2025 @ 12:38:23.621",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2017,Normal,"May 1, 2025 @ 12:38:26.824",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2018,Normal,"May 1, 2025 @ 12:38:30.050",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2019,Normal,"May 1, 2025 @ 12:38:33.252",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2020,Normal,"May 1, 2025 @ 12:38:35.790",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,taskhostw.exe,,3,67027,A process was created.,,,
2021,Normal,"May 1, 2025 @ 12:38:35.795",15,10.12.25.3,Windows11,Security,4673,4,,,,,,,,,,,4,60107,Failed attempt to perform a privileged operation,"[""T1078""]","[""Defense Evasion"", Persistence, Privilege Escalation, Initial Access]","[""Valid Accounts""]"
2022,Normal,"May 1, 2025 @ 12:38:35.795",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,"\""C:\\WINDOWS\\system32\\BackgroundTaskHost.exe\"" -ServerName:BackgroundTaskHost.WebAccountProvider",,3,67027,A process was created.,,,
2023,Normal,"May 1, 2025 @ 12:38:35.798",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\Windows\\System32\\RuntimeBroker.exe -Embedding,,3,67027,A process was created.,,,
2024,Normal,"May 1, 2025 @ 12:38:36.444",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2025,Normal,"May 1, 2025 @ 12:38:36.894",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\system32\\sppsvc.exe,,3,67027,A process was created.,,,
2026,Normal,"May 1, 2025 @ 12:38:39.708",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2027,Normal,"May 1, 2025 @ 12:38:42.909",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2028,Normal,"May 1, 2025 @ 12:38:46.111",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2029,Normal,"May 1, 2025 @ 12:38:49.307",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2030,Normal,"May 1, 2025 @ 12:38:52.526",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2031,Normal,"May 1, 2025 @ 12:38:55.737",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2032,Normal,"May 1, 2025 @ 12:38:58.974",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2033,Normal,"May 1, 2025 @ 12:38:58.980",16,10.12.25.5,Windows11EWS,Security,4624,940,,Negotiate,Advapi,,,,,,,,3,60106,Windows Logon Success,"[""T1078""]","[""Defense Evasion"", Persistence, Privilege Escalation, Initial Access]","[""Valid Accounts""]"
2034,Normal,"May 1, 2025 @ 12:38:59.024",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,C:\\WINDOWS\\system32\\svchost.exe -k GPSvcGroup,,3,67027,A process was created.,,,
2035,Normal,"May 1, 2025 @ 12:39:02.225",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2036,Normal,"May 1, 2025 @ 12:39:05.449",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2037,Normal,"May 1, 2025 @ 12:39:06.306",15,10.12.25.3,Windows11,Application,16384,4308,,,,,,,,,,,3,60642,Software protection service scheduled successfully.,,,
2038,Normal,"May 1, 2025 @ 12:39:08.645",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2039,Normal,"May 1, 2025 @ 12:39:11.850",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2040,Normal,"May 1, 2025 @ 12:39:15.056",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2041,Normal,"May 1, 2025 @ 12:39:18.264",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2042,Normal,"May 1, 2025 @ 12:39:21.480",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2043,Normal,"May 1, 2025 @ 12:39:24.692",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2044,Normal,"May 1, 2025 @ 12:39:27.910",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2045,Normal,"May 1, 2025 @ 12:39:31.120",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2046,Normal,"May 1, 2025 @ 12:39:34.312",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2047,Normal,"May 1, 2025 @ 12:39:37.526",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2048,Normal,"May 1, 2025 @ 12:39:40.747",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2049,Normal,"May 1, 2025 @ 12:39:41.360",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,"\""C:\\WINDOWS\\uus\\AMD64\\MoUsoCoreWorker.exe\"" useprivatenamespaces",,3,67027,A process was created.,,,
2050,Normal,"May 1, 2025 @ 12:39:41.363",15,10.12.25.3,Windows11,Security,4624,852,,Negotiate,Advapi,,,,,,,,3,60106,Windows Logon Success,"[""T1078""]","[""Defense Evasion"", Persistence, Privilege Escalation, Initial Access]","[""Valid Accounts""]"
2051,Normal,"May 1, 2025 @ 12:39:41.370",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\system32\\svchost.exe -k wusvcs -p,,3,67027,A process was created.,,,
2052,Normal,"May 1, 2025 @ 12:39:43.951",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2053,Normal,"May 1, 2025 @ 12:39:47.159",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2054,Normal,"May 1, 2025 @ 12:39:50.373",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2055,Normal,"May 1, 2025 @ 12:39:53.583",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2056,Normal,"May 1, 2025 @ 12:39:56.843",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2057,Normal,"May 1, 2025 @ 12:40:00.083",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2058,Normal,"May 1, 2025 @ 12:40:03.260",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2059,Normal,"May 1, 2025 @ 12:40:06.513",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2060,Normal,"May 1, 2025 @ 12:40:09.725",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2061,Normal,"May 1, 2025 @ 12:40:12.921",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2062,Normal,"May 1, 2025 @ 12:40:16.147",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2063,Normal,"May 1, 2025 @ 12:40:19.340",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2064,Normal,"May 1, 2025 @ 12:40:22.573",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2065,Normal,"May 1, 2025 @ 12:40:25.777",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2066,Normal,"May 1, 2025 @ 12:40:28.977",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2067,Normal,"May 1, 2025 @ 12:40:32.184",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2068,Normal,"May 1, 2025 @ 12:40:32.194",15,10.12.25.3,Windows11,Security,4624,852,,Negotiate,Advapi,,,,,,,,3,60106,Windows Logon Success,"[""T1078""]","[""Defense Evasion"", Persistence, Privilege Escalation, Initial Access]","[""Valid Accounts""]"
2069,Normal,"May 1, 2025 @ 12:40:32.236",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\system32\\svchost.exe -k GPSvcGroup,,3,67027,A process was created.,,,
2070,Normal,"May 1, 2025 @ 12:40:35.419",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2071,Normal,"May 1, 2025 @ 12:40:38.627",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2072,Normal,"May 1, 2025 @ 12:40:41.859",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2073,Normal,"May 1, 2025 @ 12:40:45.072",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2074,Normal,"May 1, 2025 @ 12:40:48.286",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2075,Normal,"May 1, 2025 @ 12:40:51.486",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2076,Normal,"May 1, 2025 @ 12:40:54.687",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2077,Normal,"May 1, 2025 @ 12:40:57.899",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2078,Normal,"May 1, 2025 @ 12:41:01.116",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2079,Normal,"May 1, 2025 @ 12:41:04.333",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2080,Normal,"May 1, 2025 @ 12:41:07.538",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2081,Normal,"May 1, 2025 @ 12:41:10.746",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2082,Normal,"May 1, 2025 @ 12:41:13.972",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
2083,Normal,"May 1, 2025 @ 12:41:17.205",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
